Season,Team,Player Name,Accumulated Playing Time,Accumulated Goals Scored,Accumulated Goals Lost,Plus-Minus,Plus-Minus Per Min
2020-2021,Liverpool,Roberto Firmino,2852,55,39,16,0.005610098176718092
2020-2021,Liverpool,Sadio Mané,2812,51,28,23,0.008179231863442389
2020-2021,Liverpool,Mohamed Salah,3082,57,41,16,0.005191434133679429
2020-2021,Liverpool,Andrew Robertson,3386,62,42,20,0.005906674542232723
2020-2021,Liverpool,Rhys Williams,660,14,6,8,0.012121212121212121
2020-2021,Liverpool,Nathaniel Phillips,1454,28,11,17,0.011691884456671253
2020-2021,Liverpool,Trent Alexander-Arnold,3033,58,40,18,0.005934718100890208
2020-2021,Liverpool,Adrián,270,5,9,-4,-0.014814814814814815
2020-2021,Liverpool,James Milner,1060,15,10,5,0.0047169811320754715
2020-2021,Liverpool,Jordan Henderson,1707,33,24,9,0.005272407732864675
2020-2021,Liverpool,Alex Oxlade-Chamberlain,244,5,6,-1,-0.004098360655737705
2020-2021,Liverpool,Curtis Jones,1177,21,14,7,0.00594732370433305
2020-2021,Liverpool,Diogo Jota,1112,22,15,7,0.006294964028776978
2020-2021,Liverpool,Kostas Tsimikas,5,0,0,0,0.0
2020-2021,Liverpool,Xherdan Shaqiri,551,5,7,-2,-0.003629764065335753
2020-2021,Liverpool,Neco Williams,249,5,1,4,0.01606425702811245
2020-2021,Fulham,Marek Rodák,180,0,5,-5,-0.027777777777777776
2020-2021,Fulham,Kenny Tete,1483,10,27,-17,-0.011463250168577209
2020-2021,Fulham,Tim Ream,630,3,13,-10,-0.015873015873015872
2020-2021,Fulham,Bobby Reid,2381,19,32,-13,-0.005459890802183957
2020-2021,Fulham,Tosin Adarabioyo,2954,23,40,-17,-0.005754908598510494
2020-2021,Fulham,Ivan Cavaleiro,2475,19,42,-23,-0.009292929292929294
2020-2021,Fulham,Ademola Lookman,2756,22,32,-10,-0.00362844702467344
2020-2021,Fulham,Joe Bryan,662,6,17,-11,-0.01661631419939577
2020-2021,Fulham,Josh Onomah,370,2,12,-10,-0.02702702702702703
2020-2021,Fulham,Andre-Frank Zambo Anguissa,2587,18,40,-22,-0.008504058755315036
2020-2021,Fulham,Fabio Carvalho,255,1,6,-5,-0.0196078431372549
2020-2021,Fulham,Alphonse Areola,3240,26,47,-21,-0.006481481481481481
2020-2021,Fulham,Michael Hector,263,3,10,-7,-0.026615969581749048
2020-2021,Fulham,Ruben Loftus-Cheek,1973,17,21,-4,-0.0020273694880892043
2020-2021,Fulham,Mario Lemina,1705,13,26,-13,-0.007624633431085044
2020-2021,Fulham,Josh Maja,810,7,8,-1,-0.0012345679012345679
2020-2021,Fulham,Ola Aina,2671,21,35,-14,-0.005241482590789966
2020-2021,Fulham,Tyrese Francois,14,0,1,-1,-0.07142857142857142
